rxn,LB,UB
HMR_3841,-4.687094451651439,4.687094451651439
HMR_3843,0.0,3.3346596319909376
HMR_3845,-4.399491834601497,4.399491834601497
HMR_3847,-2.963836278370254,2.963836278370254
HMR_3849,0.0,5.078488266367106
HMR_3852,0.0,2.1385826793638816
HMR_3856,0.0,4.281395731559626
HMR_3883,0.0,6.117001473872586
HMR_3901,0.0,4.991352073218538
HMR_3939,-5.86624921993426,5.86624921993426
HMR_3974,0.0,6.117001473872586
HMR_4198,0.0,5.767699052427086
HMR_4199,-0.5780466953955253,0.5780466953955253
HMR_4200,0.0,6.117001473872586
HMR_4348,0.0,6.111571326704839
HMR_4467,0.0,5.767699052427086
HMR_4582,-6.201878351234194,6.201878351234194
HMR_4584,-1.0133120729883591,1.0133120729883591
HMR_4696,0.0,2.920864192792219
HMR_4697,0.0,2.708667743716846
HMR_4698,0.0,2.708667743716846
HMR_4699,0.0,6.46463344078134
HMR_4700,-4.806387781691221,4.806387781691221
HMR_4742,0.0,5.86624921993426
HMR_4788,0.0,5.878071785081443
HMR_4789,0.0,3.0680509382323984
HMR_4791,0.0,5.767699052427086
HMR_4792,-3.861175001357829,3.861175001357829
HMR_5392,0.0,2.777992967962336
HMR_5393,0.0,3.923420578949293
HMR_6409,-0.12057450299469225,0.12057450299469225
HMR_7702,-4.281395731559626,4.281395731559626
HMR_7703,0.0,6.226720776185918
HMR_8433,0.0,0.12057450299469225
HMR_8434,0.0,0.12057450299469225
HMR_8435,0.0,0.12057450299469225
HMR_8436,0.0,0.12057450299469225
HMR_8437,-0.12057450299469225,0.12057450299469225
HMR_8439,0.0,4.751919785260752
HMR_8440,0.0,2.708667743716846
HMR_8441,0.0,2.920864192792219
HMR_9486,0.0,2.607278036669841
HMR_4428,0.0,2.8903369165484714
HMR_4429,0.0,4.126243708940974
HMR_4430,0.0,5.360571494476389
HMR_4431,0.0,0.8596836422004646
HMR_4437,0.0,5.141071962442083
HMR_4660,0.0,4.615051471553398
HMR_4712,0.0,3.9009723215819423
HMR_5338,0.0,4.582526593734803
HMR_5339,-4.589614198240675,4.589614198240675
HMR_8783,0.0,2.288467810771936
HMR_8784,0.0,6.006978394315231
HMR_4239,0.0,3.308319423828685
HMR_4288,0.0,4.605502572891981
HMR_4596,-3.1659568054950955,3.1659568054950955
HMR_4597,-3.1659568054950955,3.1659568054950955
HMR_4599,0.0,5.200562462171663
HMR_4667,0.0,5.2597151714579615
HMR_4668,0.0,4.605502572891981
HMR_4737,0.0,2.708667743716846
HMR_4739,0.0,2.708667743716846
HMR_4740,-1.860311701721977,1.860311701721977
HMR_6415,0.0,3.5224536674847617
HMR_6975,0.0,5.207366851849143
HMR_6976,0.0,5.207366851849143
HMR_6977,0.0,5.207366851849143
HMR_6978,0.0,2.7162261974784316
HMR_6979,0.0,2.018566532790007
HMR_6980,0.0,3.861175001357829
HMR_6981,0.0,4.475362450036148
HMR_6982,0.0,3.086902078977121
HMR_8021,0.0,4.792032667161565
HMR_8025,0.0,5.243740960192639
HMR_8026,0.0,5.243740960192639
HMR_8027,0.0,5.243740960192639
HMR_8029,0.0,2.7162261974784316
HMR_3164,0.0,4.818531637524159
HMR_3166,0.0,2.7863739224213258
HMR_3885,-5.085526210462802,5.085526210462802
HMR_8091,0.0,2.8903369165484714
HMR_8092,0.0,5.318054959049761
HMR_8563,0.0,5.464131265832464
HMR_8564,0.0,3.8690909126044026
HMR_8566,0.0,5.695495795888379
HMR_3935,-3.9170260559399814,3.9170260559399814
HMR_4681,0.0,2.8903369165484714
HMR_4682,0.0,5.360571494476389
HMR_4683,0.0,0.8596836422004646
HMR_4685,0.0,0.8596836422004646
HMR_4686,-0.8596836422004646,0.8596836422004646
HMR_4687,-0.8596836422004646,0.8596836422004646
HMR_4703,0.0,6.694921721557363
HMR_4704,0.0,6.694921721557363
HMR_7689,0.0,3.564148075158661
HMR_8529,0.0,2.288467810771936
HMR_8530,-8.523400177122785,8.523400177122785
HMR_8534,0.0,3.564148075158661
HMR_8535,0.0,3.564148075158661
HMR_3206,0.0,4.818531637524159
HMR_3208,0.0,3.3766518793616456
HMR_3211,0.0,4.468529706109241
HMR_3213,0.0,3.061197084302848
HMR_3744,0.0,0.8645357393414698
HMR_3757,0.0,5.316372846575482
HMR_3761,0.0,5.364710354598416
HMR_3778,0.0,0.8645357393414698
HMR_3795,0.0,5.364710354598416
HMR_4797,0.0,6.006978394315231
HMR_6417,-2.8489662675580463,2.8489662675580463
HMR_6419,0.0,0.763101776996725
HMR_6420,0.0,2.8489662675580463
HMR_6421,0.0,0.763101776996725
HMR_6422,0.0,2.8489662675580463
HMR_3765,0.0,0.8645357393414698
HMR_6924,0.0,1.851547613922479
HMR_8088,-4.832719091464721,4.832719091464721
HMR_8787,0.0,1.797790876998034
HMR_3940,0.0,5.842163386552925
HMR_4214,0.0,1.851547613922479
HMR_4216,0.0,3.486812126407447
